"pickup_datetime","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","distance","fare_amountLR","fare_amountDT","fare_amountRF"
"2015-01-27 13:08:24 UTC",-73.97332001,40.76380539,-73.98143005,40.74383545,"1",0.0215539150134123,8.29216738244766,8.58979715410234,8.22140833333333
"2015-01-27 13:08:24 UTC",-73.98686218,40.71938324,-73.99888611,40.73920059,"1",0.0231797811393357,9.11019944642977,8.58979715410234,8.64126666666666
"2011-10-08 11:53:44 UTC",-73.982524,40.75126,-73.979654,40.746139,"1",0.00587039530185448,8.2755430226065,5.34044857768053,4.5154
"2012-12-01 21:12:12 UTC",-73.98116,40.767807,-73.990448,40.751635,"1",0.0186494109290315,8.2974838353622,8.58979715410234,8.2419
"2012-12-01 21:12:12 UTC",-73.966046,40.789775,-73.988565,40.744427,"1",0.0506314770177526,8.38727869040892,14.5487249283668,13.8515666666667
"2012-12-01 21:12:12 UTC",-73.960983,40.765547,-73.979177,40.740053,"1",0.0313203715175928,8.37498027025333,11.6376160541586,9.93880833333333
"2011-10-06 12:10:20 UTC",-73.949013,40.773204,-73.959622,40.770893,"1",0.0108577899224494,8.52285916579812,5.34044857768053,5.40281666666667
"2011-10-06 12:10:20 UTC",-73.777282,40.646636,-73.985083,40.759368,"1",0.236410150850173,15.6692777638139,8.0776,8.75430833333333
"2011-10-06 12:10:20 UTC",-74.014099,40.709638,-73.995106,40.741365,"1",0.0369775144919183,9.7888717811922,11.6376160541586,12.2762666666667
"2014-02-18 15:22:20 UTC",-73.969582,40.765519,-73.980686,40.770725,"1",0.0122638188179735,8.66309798793956,5.34044857768053,6.25165
"2014-02-18 15:22:20 UTC",-73.989374,40.741973,-73.9993,40.722534,"1",0.021826593802059,8.21144789766822,8.58979715410234,8.42005833333334
"2014-02-18 15:22:20 UTC",-74.001614,40.740893,-73.956387,40.767437,"1",0.052441066589075,10.2721623039533,14.5487249283668,13.7537225
